,ts,imu_0,imu_1,imu_2,baro_0,baro_1,baro_2
0,40041,0,0,0,0,0,0
1,40051,0,0,0,0,0,0
2,40061,0,0,0,0,0,0
3,40071,0,0,0,0,0,0
4,40081,0,0,0,0,0,0
5,40091,0,0,0,0,0,0
6,40101,0,0,0,0,0,0
7,40111,0,0,0,0,0,0
8,40121,0,0,0,0,0,0
9,40131,0,0,0,0,0,0
10,40141,0,0,0,0,0,0
11,40151,0,0,0,0,0,0
12,40161,0,0,0,0,0,0
13,40171,0,0,0,0,0,0
14,40181,0,0,0,0,0,0
15,40191,0,0,0,0,0,0
16,40201,0,0,0,0,0,0
17,40211,0,0,0,0,0,0
18,40221,0,0,0,0,0,0
19,40231,0,0,0,0,0,0
20,40241,0,0,0,0,0,0
21,40251,0,0,0,0,0,0
22,40261,0,0,0,0,0,0
23,40271,0,0,0,0,0,0
24,40281,0,0,0,0,0,0
25,40291,0,0,0,0,0,0
26,40301,0,0,0,0,0,0
27,40311,0,0,0,0,0,0
28,40321,0,0,0,0,0,0
29,40331,0,0,0,0,0,0
30,40341,0,0,0,0,0,0
31,40351,0,0,0,0,0,0
32,40361,0,0,0,0,0,0
33,40371,0,0,0,0,0,0
34,40381,0,0,0,0,0,0
35,40391,0,0,0,0,0,0
36,40401,0,0,0,0,0,0
37,40411,0,0,0,0,0,0
38,40421,0,0,0,0,0,0
39,40431,0,0,0,0,0,0
40,40441,0,0,0,0,0,0
41,40451,0,0,0,0,0,0
42,40461,0,0,0,0,0,0
43,40471,0,0,0,0,0,0
44,40481,0,0,0,0,0,0
45,40491,0,0,0,0,0,0
46,40501,0,0,0,0,0,0
47,40511,0,0,0,0,0,0
48,40521,0,0,0,0,0,0
49,40531,0,0,0,0,0,0
50,40541,0,0,0,0,0,0
51,40551,0,0,0,0,0,0
52,40561,0,0,0,0,0,0
53,40571,0,0,0,0,0,0
54,40581,0,0,0,0,0,0
55,40591,0,0,0,0,0,0
56,40601,0,0,0,0,0,0
57,40611,0,0,0,0,0,0
58,40621,0,0,0,0,0,0
59,40631,0,0,0,0,0,0
60,40641,0,0,0,0,0,0
61,40651,0,0,0,0,0,0
62,40661,0,0,0,0,0,0
63,40671,0,0,0,0,0,0
64,40681,0,0,0,0,0,0
65,40691,0,0,0,0,0,0
66,40701,0,0,0,0,0,0
67,40711,0,0,0,0,0,0
68,40721,0,0,0,0,0,0
69,40731,0,0,0,0,0,0
70,40741,0,0,0,0,0,0
71,40751,0,0,0,0,0,0
72,40761,0,0,0,0,0,0
73,40771,0,0,0,0,0,0
74,40781,0,0,0,0,0,0
75,40791,0,0,0,0,0,0
76,40801,0,0,0,0,0,0
77,40811,0,0,0,0,0,0
78,40821,0,0,0,0,0,0
79,40831,0,0,0,0,0,0
80,40841,0,0,0,0,0,0
81,40851,0,0,0,0,0,0
82,40861,0,0,0,0,0,0
83,40871,0,0,0,0,0,0
84,40881,0,0,0,0,0,0
85,40891,0,0,0,0,0,0
86,40901,0,0,0,0,0,0
87,40911,0,0,0,0,0,0
88,40921,0,0,0,0,0,0
89,40931,0,0,0,0,0,0
90,40941,0,0,0,0,0,0
91,40951,0,0,0,0,0,0
92,40961,0,0,0,0,0,0
93,40971,0,0,0,0,0,0
94,40981,0,0,0,0,0,0
95,40991,0,0,0,0,0,0
96,41001,0,0,0,0,0,0
97,41011,0,0,0,0,0,0
98,41021,0,0,0,0,0,0
99,41031,0,0,0,0,0,0
100,41041,0,0,0,0,0,0
101,41051,0,0,0,0,0,0
102,41061,0,0,0,0,0,0
103,41071,0,0,0,0,0,0
104,41081,0,0,0,0,0,0
