,ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated,q0_raw,q1_raw,q2_raw,q3_raw
0,-0.34,5.44,-4.822,-4.743,-4.963,5.44,-4.822,-4.743,-4.963
1,-0.33,5.435,-4.829,-4.739,-4.967,5.435,-4.829,-4.739,-4.967
2,-0.32,5.435,-4.833,-4.735,-4.967,5.435,-4.833,-4.735,-4.967
3,-0.31,5.44,-4.837,-4.721,-4.97,5.44,-4.837,-4.721,-4.97
4,-0.3,5.448,-4.835,-4.714,-4.97,5.448,-4.835,-4.714,-4.97
5,-0.29,5.453,-4.829,-4.714,-4.97,5.453,-4.829,-4.714,-4.97
6,-0.28,5.449,-4.841,-4.713,-4.965,5.449,-4.841,-4.713,-4.965
7,-0.27,5.453,-4.84,-4.711,-4.963,5.453,-4.84,-4.711,-4.963
8,-0.26,5.45,-4.852,-4.706,-4.959,5.45,-4.852,-4.706,-4.959
9,-0.25,5.449,-4.858,-4.71,-4.951,5.449,-4.858,-4.71,-4.951
10,-0.24,5.447,-4.853,-4.725,-4.943,5.447,-4.853,-4.725,-4.943
11,-0.23,5.441,-4.86,-4.723,-4.944,5.441,-4.86,-4.723,-4.944
12,-0.22,5.448,-4.855,-4.715,-4.949,5.448,-4.855,-4.715,-4.949
13,-0.21,5.456,-4.853,-4.701,-4.956,5.456,-4.853,-4.701,-4.956
14,-0.2,5.46,-4.859,-4.692,-4.955,5.46,-4.859,-4.692,-4.955
15,-0.19,5.461,-4.866,-4.69,-4.949,5.461,-4.866,-4.69,-4.949
16,-0.18,5.465,-4.869,-4.683,-4.947,5.465,-4.869,-4.683,-4.947
17,-0.17,5.465,-4.869,-4.691,-4.939,5.465,-4.869,-4.691,-4.939
18,-0.16,5.457,-4.877,-4.702,-4.931,5.457,-4.877,-4.702,-4.931
19,-0.15,5.456,-4.881,-4.699,-4.93,5.456,-4.881,-4.699,-4.93
20,-0.14,5.458,-4.882,-4.695,-4.93,5.458,-4.882,-4.695,-4.93
21,-0.13,5.458,-4.898,-4.683,-4.927,5.458,-4.898,-4.683,-4.927
22,-0.12,5.467,-4.898,-4.675,-4.924,5.467,-4.898,-4.675,-4.924
23,-0.11,5.463,-4.906,-4.684,-4.911,5.463,-4.906,-4.684,-4.911
24,-0.1,5.46,-4.908,-4.693,-4.904,5.46,-4.908,-4.693,-4.904
25,-0.09,5.454,-4.907,-4.705,-4.901,5.454,-4.907,-4.705,-4.901
26,-0.08,5.44,-4.9,-4.723,-4.905,5.44,-4.9,-4.723,-4.905
27,-0.07,5.427,-4.893,-4.741,-4.91,5.427,-4.893,-4.741,-4.91
28,-0.06,5.414,-4.884,-4.76,-4.915,5.414,-4.884,-4.76,-4.915
29,-0.05,5.399,-4.876,-4.779,-4.921,5.399,-4.876,-4.779,-4.921
30,-0.04,5.384,-4.866,-4.799,-4.928,5.384,-4.866,-4.799,-4.928
31,-0.03,5.37,-4.856,-4.819,-4.934,5.37,-4.856,-4.819,-4.934
32,-0.02,5.357,-4.846,-4.839,-4.938,5.357,-4.846,-4.839,-4.938
33,-0.01,5.342,-4.834,-4.86,-4.945,5.342,-4.834,-4.86,-4.945
34,0.0,5.324,-4.82,-4.885,-4.954,5.324,-4.82,-4.885,-4.954
35,0.01,5.307,-4.807,-4.908,-4.962,5.307,-4.807,-4.908,-4.962
36,0.02,5.29,-4.795,-4.93,-4.969,5.29,-4.795,-4.93,-4.969
37,0.03,5.273,-4.784,-4.953,-4.976,5.273,-4.784,-4.953,-4.976
38,0.04,5.255,-4.772,-4.975,-4.984,5.255,-4.772,-4.975,-4.984
39,0.05,5.238,-4.762,-4.996,-4.99,5.238,-4.762,-4.996,-4.99
40,0.06,5.221,-4.753,-5.017,-4.996,5.221,-4.753,-5.017,-4.996
41,0.07,5.205,-4.743,-5.038,-5.001,5.205,-4.743,-5.038,-5.001
42,0.08,5.186,-4.732,-5.061,-5.008,5.186,-4.732,-5.061,-5.008
43,0.09,5.168,-4.722,-5.083,-5.014,5.168,-4.722,-5.083,-5.014
44,0.1,5.149,-4.712,-5.104,-5.021,5.149,-4.712,-5.104,-5.021
45,0.11,5.131,-4.703,-5.125,-5.027,5.131,-4.703,-5.125,-5.027
46,0.12,5.111,-4.693,-5.147,-5.035,5.111,-4.693,-5.147,-5.035
47,0.13,5.091,-4.683,-5.168,-5.042,5.091,-4.683,-5.168,-5.042
48,0.14,5.072,-4.674,-5.188,-5.049,5.072,-4.674,-5.188,-5.049
49,0.15,5.053,-4.665,-5.208,-5.055,5.053,-4.665,-5.208,-5.055
50,0.16,5.034,-4.656,-5.228,-5.062,5.034,-4.656,-5.228,-5.062
51,0.17,5.015,-4.645,-5.249,-5.07,5.015,-4.645,-5.249,-5.07
52,0.18,4.996,-4.634,-5.268,-5.078,4.996,-4.634,-5.268,-5.078
53,0.19,4.978,-4.624,-5.287,-5.086,4.978,-4.624,-5.287,-5.086
54,0.2,4.961,-4.613,-5.305,-5.094,4.961,-4.613,-5.305,-5.094
55,0.21,4.944,-4.601,-5.322,-5.103,4.944,-4.601,-5.322,-5.103
56,0.22,4.927,-4.588,-5.34,-5.113,4.927,-4.588,-5.34,-5.113
57,0.23,4.91,-4.574,-5.357,-5.124,4.91,-4.574,-5.357,-5.124
58,0.24,4.893,-4.558,-5.375,-5.135,4.893,-4.558,-5.375,-5.135
59,0.25,4.874,-4.541,-5.395,-5.148,4.874,-4.541,-5.395,-5.148
60,0.26,4.856,-4.527,-5.412,-5.159,4.856,-4.527,-5.412,-5.159
61,0.27,4.838,-4.513,-5.43,-5.17,4.838,-4.513,-5.43,-5.17
62,0.28,4.819,-4.499,-5.447,-5.181,4.819,-4.499,-5.447,-5.181
63,0.29,4.801,-4.485,-5.464,-5.192,4.801,-4.485,-5.464,-5.192
