,ts,filtered_altitude_AGL,filtered_acceleration
0,-0.37,0.34350156784057617,0.018148422241210938
1,-0.36,0.34350156784057617,0.018148422241210938
2,-0.35,0.34350156784057617,0.018148422241210938
3,-0.34,0.34350156784057617,0.018148422241210938
4,-0.33,0.34350156784057617,0.03176116943359375
5,-0.32,0.34350156784057617,0.03176116943359375
6,-0.31,0.34350156784057617,0.03176116943359375
7,-0.3,0.34350156784057617,-9.5367431640625e-07
8,-0.29,0.288012832403183,0.022686004638671875
9,-0.28,0.288012832403183,0.022686004638671875
10,-0.27,0.22988180816173553,0.022686004638671875
11,-0.26,0.22988180816173553,0.022686004638671875
12,-0.25,0.3170783519744873,0.022686004638671875
13,-0.24,0.3170783519744873,0.022686004638671875
14,-0.23,0.22988180816173553,0.022686004638671875
15,-0.22,0.3170783519744873,0.022686004638671875
16,-0.21,0.3170783519744873,0.022686004638671875
17,-0.2,0.3170783519744873,0.049910545349121094
18,-0.19,0.3170783519744873,0.049910545349121094
19,-0.18,0.34350156784057617,0.049910545349121094
20,-0.17,0.3725670576095581,0.06352424621582031
21,-0.16,0.3725670576095581,0.06352424621582031
22,-0.15,0.6024488210678101,0.040836334228515625
23,-0.14,0.6024488210678101,0.06352424621582031
24,-0.13,0.6315144300460815,0.06352424621582031
25,-0.12,0.6605799198150635,0.08167362213134766
26,-0.11,1.0622124671936035,0.11343574523925781
27,-0.1,1.1203434467315674,0.7622928619384766
28,-0.09,1.1494090557098389,1.8512849807739258
29,-0.08,1.263028860092163,2.3458690643310547
30,-0.07,1.3502253293991089,3.89768123626709
31,-0.06,1.3502253293991089,6.075664520263672
32,-0.05,1.521976113319397,8.861668586730957
33,-0.04,1.6382381916046143,10.19568157196045
34,-0.03,2.010805130004883,11.765646934509277
35,-0.02,2.1851983070373535,11.838244438171387
36,-0.01,2.4996345043182373,12.673138618469238
37,0.0,3.1047255992889404,12.691288948059082
38,0.01,3.1047255992889404,13.544331550598145
39,0.02,3.3055419921875,13.607857704162598
40,0.03,3.3055419921875,14.066140174865723
41,0.04,3.5063581466674805,14.547112464904785
42,0.05,3.5063581466674805,14.701386451721191
43,0.06,3.5063581466674805,15.123370170593262
44,0.07,3.363672971725464,15.254958152770996
45,0.08,3.363672971725464,15.327555656433105
46,0.09,3.363672971725464,15.363856315612793
47,0.1,3.363672971725464,15.971875190734863
48,0.11,3.3900959491729736,16.067161560058594
49,0.12,3.5063581466674805,16.598045349121094
50,0.13,3.649043560028076,16.9111328125
51,0.14,3.7943711280822754,17.069942474365234
52,0.15,3.7943711280822754,17.981971740722656
53,0.16,3.8525021076202393,18.803253173828125
54,0.17,3.8525021076202393,18.894004821777344
55,0.18,3.8815674781799316,18.98021697998047
56,0.19,3.9661219120025635,19.011978149414062
57,0.2,4.024252891540527,19.31598663330078
58,0.21,4.08238410949707,19.774272918701172
59,0.22,4.254134654998779,20.37775421142578
60,0.23,4.65576696395874,20.981239318847656
61,0.24,4.8010945320129395,21.221721649169922
62,0.25,4.856583595275879,21.593795776367188
63,0.26,5.030976295471191,22.08837890625
64,0.27,5.289924144744873,22.35608673095703
65,0.28,5.778753280639648,22.646488189697266
66,0.29,5.892373085021973,22.664634704589844
67,0.3,6.093188762664795,22.664634704589844
68,0.31,6.093188762664795,22.664634704589844
69,0.32,6.093188762664795,22.664634704589844
70,0.33,6.209451198577881,22.664634704589844
71,0.34,6.238516807556152,22.710010528564453
72,0.35,6.5555949211120605,22.710010528564453
73,0.36,6.95722770690918,22.710010528564453
74,0.37,7.187109470367432,22.710010528564453
75,0.38,7.245240688323975,22.882431030273438
76,0.39,7.475121974945068,22.882431030273438
77,0.4,7.617807388305664,22.882431030273438
78,0.41,7.763134956359863,22.882431030273438
79,0.42,8.077571868896484,22.882431030273438
80,0.43,8.307453155517578,22.778072357177734
81,0.44,8.365584373474121,22.56481170654297
82,0.45,8.394649505615234,22.165515899658203
