,ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
0,-0.37,-8.319,-1.223,-1.594,-5.171
1,-0.36,-8.32,-1.222,-1.594,-5.17
2,-0.35,-8.321,-1.22,-1.594,-5.169
3,-0.34,-8.322,-1.218,-1.594,-5.168
4,-0.33,-8.322,-1.217,-1.594,-5.167
5,-0.32,-8.323,-1.215,-1.594,-5.167
6,-0.31,-8.324,-1.214,-1.594,-5.166
7,-0.3,-8.324,-1.212,-1.594,-5.165
8,-0.29,-8.325,-1.211,-1.593,-5.164
9,-0.28,-8.326,-1.209,-1.593,-5.163
10,-0.27,-8.327,-1.207,-1.593,-5.162
11,-0.26,-8.328,-1.205,-1.593,-5.161
12,-0.25,-8.328,-1.204,-1.593,-5.161
13,-0.24,-8.329,-1.202,-1.593,-5.16
14,-0.23,-8.33,-1.201,-1.593,-5.159
15,-0.22,-8.331,-1.199,-1.593,-5.158
16,-0.21,-8.332,-1.197,-1.594,-5.157
17,-0.2,-8.332,-1.195,-1.595,-5.156
18,-0.19,-8.333,-1.193,-1.596,-5.155
19,-0.18,-8.334,-1.191,-1.597,-5.154
20,-0.17,-8.334,-1.189,-1.597,-5.153
21,-0.16,-8.335,-1.187,-1.595,-5.153
22,-0.15,-8.336,-1.186,-1.594,-5.152
23,-0.14,-8.338,-1.185,-1.587,-5.151
24,-0.13,-8.341,-1.186,-1.577,-5.15
25,-0.12,-8.344,-1.186,-1.564,-5.148
26,-0.11,-8.348,-1.186,-1.551,-5.147
27,-0.1,-8.354,-1.179,-1.539,-5.142
28,-0.09,-8.362,-1.165,-1.528,-5.135
29,-0.08,-8.371,-1.152,-1.516,-5.126
30,-0.07,-8.38,-1.139,-1.509,-5.117
31,-0.06,-8.388,-1.129,-1.503,-5.108
32,-0.05,-8.395,-1.123,-1.497,-5.1
33,-0.04,-8.401,-1.119,-1.491,-5.092
34,-0.03,-8.408,-1.111,-1.483,-5.085
35,-0.02,-8.415,-1.102,-1.476,-5.078
36,-0.01,-8.422,-1.091,-1.471,-5.07
37,0.0,-8.428,-1.081,-1.469,-5.063
38,0.01,-8.434,-1.072,-1.468,-5.055
39,0.02,-8.439,-1.063,-1.466,-5.048
40,0.03,-8.445,-1.054,-1.465,-5.04
41,0.04,-8.452,-1.043,-1.462,-5.032
42,0.05,-8.458,-1.034,-1.458,-5.025
43,0.06,-8.464,-1.027,-1.451,-5.018
44,0.07,-8.469,-1.021,-1.444,-5.013
45,0.08,-8.474,-1.017,-1.439,-5.008
46,0.09,-8.478,-1.013,-1.436,-5.002
47,0.1,-8.482,-1.008,-1.435,-4.996
48,0.11,-8.487,-1.003,-1.434,-4.99
49,0.12,-8.491,-0.998,-1.432,-4.984
50,0.13,-8.495,-0.994,-1.429,-4.979
51,0.14,-8.498,-0.99,-1.427,-4.974
52,0.15,-8.502,-0.988,-1.425,-4.97
53,0.16,-8.504,-0.986,-1.424,-4.966
54,0.17,-8.506,-0.983,-1.422,-4.963
55,0.18,-8.508,-0.981,-1.421,-4.961
56,0.19,-8.51,-0.978,-1.421,-4.959
57,0.2,-8.512,-0.973,-1.418,-4.957
58,0.21,-8.515,-0.969,-1.415,-4.954
59,0.22,-8.517,-0.966,-1.413,-4.951
60,0.23,-8.52,-0.963,-1.412,-4.948
61,0.24,-8.522,-0.962,-1.411,-4.943
62,0.25,-8.524,-0.964,-1.41,-4.94
63,0.26,-8.527,-0.965,-1.408,-4.936
64,0.27,-8.53,-0.965,-1.404,-4.932
65,0.28,-8.532,-0.965,-1.402,-4.929
66,0.29,-8.534,-0.966,-1.402,-4.925
67,0.3,-8.535,-0.968,-1.401,-4.923
68,0.31,-8.536,-0.968,-1.397,-4.922
69,0.32,-8.538,-0.968,-1.394,-4.92
70,0.33,-8.54,-0.967,-1.392,-4.918
71,0.34,-8.542,-0.965,-1.39,-4.915
72,0.35,-8.543,-0.966,-1.389,-4.913
73,0.36,-8.544,-0.966,-1.388,-4.911
74,0.37,-8.545,-0.97,-1.386,-4.909
75,0.38,-8.546,-0.974,-1.381,-4.908
76,0.39,-8.546,-0.981,-1.375,-4.908
77,0.4,-8.547,-0.986,-1.368,-4.908
78,0.41,-8.547,-0.994,-1.362,-4.909
79,0.42,-8.547,-1.001,-1.356,-4.909
80,0.43,-8.546,-1.011,-1.349,-4.911
81,0.44,-8.544,-1.023,-1.34,-4.914
82,0.45,-8.54,-1.039,-1.331,-4.919
83,0.46,-8.537,-1.055,-1.32,-4.925
84,0.47,-8.533,-1.074,-1.308,-4.931
85,0.48,-8.528,-1.094,-1.296,-4.938
86,0.49,-8.522,-1.116,-1.285,-4.945
87,0.5,-8.517,-1.136,-1.273,-4.952
88,0.51,-8.512,-1.158,-1.261,-4.959
89,0.52,-8.507,-1.178,-1.249,-4.966
90,0.53,-8.502,-1.199,-1.237,-4.973
91,0.54,-8.497,-1.219,-1.223,-4.98
92,0.55,-8.492,-1.238,-1.211,-4.987
93,0.56,-8.488,-1.254,-1.199,-4.992
94,0.57,-8.485,-1.269,-1.191,-4.997
95,0.58,-8.482,-1.28,-1.183,-5.001
96,0.59,-8.479,-1.291,-1.175,-5.004
97,0.6,-8.477,-1.304,-1.166,-5.007
98,0.61,-8.475,-1.316,-1.159,-5.009
99,0.62,-8.472,-1.329,-1.152,-5.011
