,ts,event,out_idx
0,0.0,EV_LIFTOFF,0
1,2.641,EV_MAX_V,255
2,5.001,EV_CUSTOM_1,255
3,5.34,EV_APOGEE,0
4,10.0,EV_CUSTOM_2,255
5,13.19,EV_POST_APOGEE,0
