,ts,error
0,7.12,450
1,14.53,466
2,22.19,450
3,47.6,466
4,50.39,450
5,52.66,466
6,54.12,450
7,59.13,466
8,60.87,450
9,64.22,466
10,64.77,450
11,65.4,466
12,66.42,450
