,ts,event,out_idx
0,0.0,EV_LIFTOFF,0
1,2.19,EV_MAX_V,255
2,8.8,EV_APOGEE,0
3,9.533,EV_APOGEE,0
4,12.002,EV_POST_APOGEE,0
5,14.595,EV_CUSTOM_1,0
6,34.601,EV_POST_APOGEE,0
7,37.103,EV_CUSTOM_1,0
