,ts,event,out_idx
0,251465,EV_LIFTOFF,0
1,253185,EV_MAX_V,255
2,261186,EV_APOGEE,0
3,261186,EV_APOGEE,1
4,264186,EV_APOGEE,2
5,265465,EV_APOGEE,0
6,265465,EV_APOGEE,1
7,268465,EV_APOGEE,2
8,269145,EV_POST_APOGEE,0
9,269145,EV_POST_APOGEE,1
10,270145,EV_POST_APOGEE,2
11,270145,EV_POST_APOGEE,3
12,271145,EV_POST_APOGEE,4
