,ts,id,Ax,Ay,Az,Gx,Gy,Gz
0,251094,IMU0,4,-1035,-69,9,-15,0
1,251094,IMU1,5,-1040,-53,1,-7,8
2,251104,IMU0,8,-1036,-73,8,-12,0
3,251104,IMU1,8,-1041,-57,1,-5,8
4,251114,IMU0,9,-1035,-74,7,-11,-1
5,251114,IMU1,9,-1039,-56,-1,-5,6
6,251124,IMU0,5,-1033,-71,6,-11,-3
7,251124,IMU1,5,-1038,-51,-2,-5,6
8,251134,IMU0,-1,-1035,-70,5,-12,-2
9,251134,IMU1,2,-1038,-52,-3,-6,5
10,251144,IMU0,5,-1031,-65,5,-17,-1
11,251144,IMU1,8,-1036,-51,-2,-11,6
12,251154,IMU0,8,-1029,-72,6,-17,-3
13,251154,IMU1,11,-1033,-56,-2,-11,4
14,251164,IMU0,3,-1026,-79,6,-12,-4
15,251164,IMU1,4,-1033,-62,-3,-6,3
16,251174,IMU0,1,-1026,-82,5,-9,-4
17,251174,IMU1,2,-1030,-66,-4,-1,2
18,251184,IMU0,4,-1024,-88,5,-9,-2
19,251184,IMU1,4,-1029,-72,-4,-1,4
20,251194,IMU0,9,-1025,-92,6,-12,-2
21,251194,IMU1,10,-1029,-75,-3,-5,5
22,251204,IMU0,19,-1025,-89,8,-14,-3
23,251204,IMU1,20,-1031,-72,-1,-6,5
24,251214,IMU0,19,-1028,-84,9,-14,-6
25,251214,IMU1,21,-1033,-67,0,-7,3
26,251224,IMU0,5,-1030,-80,10,-16,-7
27,251224,IMU1,8,-1035,-63,1,-9,2
28,251234,IMU0,4,-1030,-84,11,-14,-5
29,251234,IMU1,5,-1036,-68,1,-6,4
30,251244,IMU0,16,-1029,-89,11,-11,-2
31,251244,IMU1,18,-1035,-72,2,-5,5
32,251254,IMU0,21,-1029,-91,11,-15,-3
33,251254,IMU1,24,-1034,-76,3,-8,4
34,251264,IMU0,20,-1028,-82,13,-16,-5
35,251264,IMU1,24,-1034,-66,3,-8,2
36,251274,IMU0,4,-1028,-73,14,-14,-6
37,251274,IMU1,8,-1033,-57,4,-9,1
38,251284,IMU0,-3,-1028,-69,15,-15,-4
39,251284,IMU1,0,-1033,-52,5,-10,3
40,251294,IMU0,7,-1028,-78,15,-15,-2
41,251294,IMU1,9,-1034,-61,6,-9,6
42,251304,IMU0,19,-1029,-90,13,-15,-2
43,251304,IMU1,20,-1033,-73,5,-10,5
44,251314,IMU0,17,-1029,-88,13,-14,-5
45,251314,IMU1,18,-1034,-70,4,-9,2
46,251324,IMU0,5,-1030,-74,13,-12,-6
47,251324,IMU1,7,-1034,-60,4,-6,2
48,251334,IMU0,0,-1034,-57,13,-10,-5
49,251334,IMU1,1,-1038,-41,3,-4,3
50,251344,IMU0,8,-1049,-52,12,-9,-2
51,251344,IMU1,10,-1053,-34,2,-4,5
52,251354,IMU0,101,-4083,-538,10,188,-18
53,251354,IMU1,118,-4187,-451,346,127,37
54,251364,IMU0,20,-5515,-249,0,85,-39
55,251364,IMU1,48,-5530,-195,246,23,-3
56,251374,IMU0,25,-6566,-322,-61,23,-27
57,251374,IMU1,32,-6526,-275,125,-2,-7
58,251384,IMU0,-69,-6727,-456,-46,-23,-24
59,251384,IMU1,-60,-6743,-411,42,-30,-13
60,251394,IMU0,-150,-6831,-547,10,-58,0
61,251394,IMU1,-148,-6853,-530,32,-51,11
62,251404,IMU0,55,-6845,-445,38,-47,38
63,251404,IMU1,39,-6860,-428,40,-41,47
64,251414,IMU0,169,-6787,-343,71,-32,17
65,251414,IMU1,154,-6805,-337,60,-15,23
66,251424,IMU0,236,-6745,-96,88,-3,-21
67,251424,IMU1,232,-6766,-84,75,13,-20
68,251434,IMU0,75,-6701,171,109,152,-51
69,251434,IMU1,71,-6725,181,99,168,-46
70,251444,IMU0,-68,-6665,387,118,256,-39
71,251444,IMU1,-67,-6686,395,107,272,-30
72,251454,IMU0,11,-6636,462,104,409,-9
73,251454,IMU1,18,-6651,466,82,419,-2
74,251464,IMU0,80,-6623,153,70,563,4
75,251464,IMU1,86,-6634,165,50,580,10
76,251474,IMU0,226,-6615,-150,40,706,-17
77,251474,IMU1,211,-6631,-149,23,713,-13
78,251484,IMU0,88,-6609,-366,14,802,-44
79,251484,IMU1,67,-6624,-356,0,806,-36
80,251494,IMU0,-57,-6579,-378,-21,739,-43
81,251494,IMU1,-87,-6598,-359,-34,733,-32
82,251504,IMU0,-184,-6588,-511,-33,749,15
83,251504,IMU1,-173,-6594,-493,-42,749,26
84,251514,IMU0,17,-6620,-530,-23,618,48
85,251514,IMU1,20,-6632,-495,-40,615,55
86,251524,IMU0,116,-6650,-338,-17,481,34
87,251524,IMU1,102,-6663,-298,-29,481,40
88,251534,IMU0,98,-6649,-61,-19,457,15
89,251534,IMU1,99,-6661,2,-34,463,21
90,251544,IMU0,-21,-6662,282,-12,366,7
91,251544,IMU1,-54,-6671,315,-19,374,19
92,251554,IMU0,-106,-6665,493,3,528,51
93,251554,IMU1,-89,-6680,520,-3,549,60
94,251564,IMU0,66,-6674,542,25,663,71
95,251564,IMU1,73,-6696,540,22,681,80
96,251574,IMU0,176,-6685,357,54,951,61
97,251574,IMU1,178,-6705,354,51,972,65
98,251584,IMU0,312,-6677,39,81,1153,20
99,251584,IMU1,305,-6690,23,75,1162,21
