,ts,id,Gx,Gy,Gz,Ax,Ay,Az
0,-0.014,IMU0,7.195121951219513,2.5609756097560976,12.073170731707318,4.0595703125,-0.1552734375,-1.6220703125
1,-0.014,IMU1,8.536585365853659,1.829268292682927,12.500000000000002,4.033203125,-0.078125,-1.6826171875
2,-0.014,IMU2,7.865853658536586,2.8658536585365857,11.951219512195124,4.0478515625,-0.1357421875,-1.6669921875
3,-0.004,IMU0,6.7682926829268295,0.9146341463414634,11.76829268292683,4.181640625,-0.1875,-1.65625
4,-0.004,IMU1,8.536585365853659,-0.06097560975609757,11.707317073170733,4.1474609375,-0.1318359375,-1.673828125
5,-0.004,IMU2,7.8048780487804885,1.1585365853658538,11.097560975609756,4.1572265625,-0.1796875,-1.6875
6,0.006,IMU0,5.670731707317073,-1.402439024390244,9.207317073170733,4.2333984375,-0.1728515625,-1.7197265625
7,0.006,IMU1,7.987804878048781,-2.8658536585365857,9.085365853658537,4.201171875,-0.1357421875,-1.6640625
8,0.006,IMU2,6.585365853658537,-1.2804878048780488,8.536585365853659,4.2099609375,-0.1943359375,-1.65625
9,0.016,IMU0,5.3048780487804885,-2.439024390243903,7.317073170731708,4.27734375,-0.166015625,-1.73828125
10,0.016,IMU1,7.682926829268293,-3.658536585365854,7.560975609756098,4.25,-0.1171875,-1.68359375
11,0.016,IMU2,6.7682926829268295,-2.25609756097561,7.134146341463415,4.2646484375,-0.18359375,-1.6591796875
12,0.026,IMU0,6.036585365853659,-1.707317073170732,6.951219512195123,4.375,-0.197265625,-1.7802734375
13,0.026,IMU1,8.292682926829269,-2.682926829268293,7.134146341463415,4.35546875,-0.1337890625,-1.77734375
14,0.026,IMU2,7.317073170731708,-1.3414634146341464,6.585365853658537,4.3642578125,-0.1982421875,-1.73828125
15,0.036,IMU0,3.536585365853659,-0.5487804878048781,5.975609756097562,4.4521484375,-0.1865234375,-1.7724609375
16,0.036,IMU1,5.731707317073171,-1.5853658536585367,6.097560975609756,4.427734375,-0.1171875,-1.7861328125
17,0.036,IMU2,4.51219512195122,-0.12195121951219513,5.670731707317073,4.43359375,-0.1787109375,-1.75390625
18,0.046,IMU0,2.682926829268293,1.7682926829268295,6.7682926829268295,4.5498046875,-0.18359375,-1.8359375
19,0.046,IMU1,5.060975609756098,0.9756097560975611,6.951219512195123,4.509765625,-0.119140625,-1.8212890625
20,0.046,IMU2,3.5975609756097566,2.1951219512195124,6.463414634146342,4.5224609375,-0.1806640625,-1.80078125
21,0.056,IMU0,1.4634146341463417,0.853658536585366,6.646341463414635,4.5546875,-0.203125,-1.7900390625
22,0.056,IMU1,4.085365853658537,-0.30487804878048785,6.890243902439025,4.537109375,-0.14453125,-1.7998046875
23,0.056,IMU2,2.1951219512195124,0.7317073170731708,6.2804878048780495,4.53515625,-0.1982421875,-1.7822265625
24,0.066,IMU0,-0.3658536585365854,-1.0975609756097562,4.878048780487806,4.595703125,-0.2138671875,-1.7880859375
25,0.066,IMU1,2.0121951219512195,-2.3170731707317076,5.060975609756098,4.552734375,-0.1494140625,-1.7734375
26,0.066,IMU2,0.3658536585365854,-1.1585365853658538,4.51219512195122,4.5703125,-0.208984375,-1.7646484375
27,0.076,IMU0,-1.524390243902439,-2.378048780487805,3.048780487804878,4.58203125,-0.2109375,-1.822265625
28,0.076,IMU1,0.48780487804878053,-3.4756097560975614,3.231707317073171,4.5390625,-0.1455078125,-1.8056640625
29,0.076,IMU2,-0.426829268292683,-2.1951219512195124,2.5609756097560976,4.552734375,-0.203125,-1.810546875
