,ts,imu_0,imu_1,imu_2,baro_0,baro_1,baro_2
0,-0.022,0,0,0,0,0,0
1,-0.012,0,0,0,0,0,0
2,-0.002,0,0,0,0,0,0
3,0.008,0,0,0,0,0,0
4,0.018,0,0,0,0,0,0
5,0.028,0,0,0,0,0,0
6,0.038,0,0,0,0,0,0
7,0.048,0,0,0,0,0,0
8,0.058,0,0,0,0,0,0
9,0.068,0,0,0,0,0,0
10,0.078,0,0,0,0,0,0
11,0.088,0,0,0,0,0,0
12,0.098,0,0,0,0,0,0
13,0.108,0,0,0,0,0,0
14,0.118,0,0,0,0,0,0
15,0.128,0,0,0,0,0,0
16,0.138,0,0,0,0,0,0
17,0.148,0,0,0,0,0,0
18,0.158,0,0,0,0,0,0
19,0.168,0,0,0,0,0,0
20,0.178,0,0,0,0,0,0
21,0.188,0,0,0,0,0,0
22,0.198,0,0,0,0,0,0
23,0.208,0,0,0,0,0,0
24,0.218,0,0,0,0,0,0
25,0.228,0,0,0,0,0,0
26,0.238,0,0,0,0,0,0
27,0.248,0,0,0,0,0,0
28,0.258,0,0,0,0,0,0
29,0.268,0,0,0,0,0,0
30,0.278,0,0,0,0,0,0
31,0.288,0,0,0,0,0,0
32,0.298,0,0,0,0,0,0
33,0.308,0,0,0,0,0,0
34,0.318,0,0,0,0,0,0
35,0.328,0,0,0,0,0,0
36,0.338,0,0,0,0,0,0
37,0.348,0,0,0,0,0,0
38,0.358,0,0,0,0,0,0
39,0.368,0,0,0,0,0,0
40,0.378,0,0,0,0,0,0
41,0.388,0,0,0,0,0,0
42,0.398,0,0,0,0,0,0
43,0.408,0,0,0,0,0,0
44,0.418,0,0,0,0,0,0
45,0.428,0,0,0,0,0,0
46,0.438,0,0,0,0,0,0
47,0.448,0,0,0,0,0,0
48,0.458,0,0,0,0,0,0
49,0.468,0,0,0,0,0,0
50,0.478,0,0,0,0,0,0
51,0.488,0,0,0,0,0,0
52,0.498,0,0,0,0,0,0
53,0.508,0,0,0,0,0,0
54,0.518,0,0,0,0,0,0
55,0.528,0,0,0,0,0,0
56,0.538,0,0,0,0,0,0
57,0.548,0,0,0,0,0,0
58,0.558,0,0,0,0,0,0
59,0.568,0,0,0,0,0,0
60,0.578,0,0,0,0,0,0
61,0.588,0,0,0,0,0,0
62,0.598,0,0,0,0,0,0
63,0.608,0,0,0,0,0,0
64,0.618,0,0,0,0,0,0
65,0.628,0,0,0,0,0,0
66,0.638,0,0,0,0,0,0
67,0.648,0,0,0,0,0,0
68,0.658,0,0,0,0,0,0
69,0.668,0,0,0,0,0,0
70,0.678,0,0,0,0,0,0
71,0.688,0,0,0,0,0,0
72,0.698,0,0,0,0,0,0
73,0.708,0,0,0,0,0,0
74,0.718,0,0,0,0,0,0
75,0.728,0,0,0,0,0,0
76,0.738,0,0,0,0,0,0
77,0.748,0,0,0,0,0,0
78,0.758,0,0,0,0,0,0
79,0.768,0,0,0,0,0,0
